연월,보험사,상품카테고리,연령대,성별,가입건수,청구건수,경과보험료_원,청구금액_원,손해율(%)
2024-06,동백해상,연금,50대,남성,3053,217,230724369,50847704,22.0
2024-06,동백해상,연금,50대,여성,4141,648,196693359,64923629,33.0
2024-06,동백해상,연금,60대이상,남성,2773,205,138697141,39961387,28.8
2024-06,동백해상,연금,60대이상,여성,2564,197,230454884,39463329,17.1
2024-07,동백해상,연금,20대,남성,444,59,22720812,4572328,20.1
2024-07,동백해상,연금,20대,여성,2973,588,238568385,88100061,36.9
2024-07,동백해상,연금,30대,남성,2163,405,98360262,36141292,36.7
2024-07,동백해상,연금,30대,여성,1656,256,140034672,38936027,27.8
2024-07,동백해상,연금,40대,남성,4130,681,136616270,13957719,10.2
2024-07,동백해상,연금,40대,여성,462,81,19383672,3461043,17.9
2024-07,동백해상,연금,50대,남성,3346,637,212721950,24700235,11.6
2024-07,동백해상,연금,50대,여성,761,56,51210734,17029885,33.3
2024-07,동백해상,연금,60대이상,남성,2452,531,119240760,59008833,49.5
2024-07,동백해상,연금,60대이상,여성,2065,288,120693055,23740215,19.7
2024-08,동백해상,연금,20대,남성,3285,561,191433375,34158437,17.8
2024-08,동백해상,연금,20대,여성,2045,213,88016800,30074559,34.2
2024-08,동백해상,연금,30대,남성,1543,240,72681472,32182584,44.3
2024-08,동백해상,연금,30대,여성,1809,242,136454679,29967750,22.0
2024-08,동백해상,연금,40대,남성,927,146,35663544,14967059,42.0
2024-08,동백해상,연금,40대,여성,1093,223,36300716,9472223,26.1
2024-08,동백해상,연금,50대,남성,2781,251,228039219,91852278,40.3
2024-08,동백해상,연금,50대,여성,2770,392,187346180,70809570,37.8
2024-08,동백해상,연금,60대이상,남성,2673,239,213433704,55726994,26.1
2024-08,동백해상,연금,60대이상,여성,635,73,40412670,18364622,45.4
2024-09,동백해상,연금,20대,남성,2853,397,174791898,117572211,67.3
2024-09,동백해상,연금,20대,여성,986,157,86851810,21960425,25.3
2024-09,동백해상,연금,30대,남성,4039,877,322914011,66665562,20.6
2024-09,동백해상,연금,30대,여성,401,74,11936567,2850603,23.9
2024-09,동백해상,연금,40대,남성,2649,290,89279247,24085862,27.0
2024-09,동백해상,연금,40대,여성,2919,344,187020330,68178275,36.5
2024-09,동백해상,연금,50대,남성,3750,582,250567500,25979554,10.4
2024-09,동백해상,연금,50대,여성,3372,409,180216540,32192042,17.9
2024-09,동백해상,연금,60대이상,남성,2393,316,83484591,31619346,37.9
2024-09,동백해상,연금,60대이상,여성,3948,846,296297400,128274242,43.3
2024-10,동백해상,연금,20대,남성,1166,121,76423138,32129127,42.0
2024-10,동백해상,연금,20대,여성,420,25,21451080,3392593,15.8
2024-10,동백해상,연금,30대,남성,2726,309,224649660,58934984,26.2
2024-10,동백해상,연금,30대,여성,403,36,30640090,10829242,35.3
2024-10,동백해상,연금,40대,남성,3170,611,85815070,12673978,14.8
2024-10,동백해상,연금,40대,여성,1233,249,42633441,17465392,41.0
2024-10,동백해상,연금,50대,남성,3539,350,135660487,25764908,19.0
2024-10,동백해상,연금,50대,여성,1603,184,117166476,13396701,11.4
2024-10,동백해상,연금,60대이상,남성,4081,712,216562346,99486035,45.9
2024-10,동백해상,연금,60대이상,여성,1554,181,48354264,20114095,41.6
2024-11,동백해상,연금,20대,남성,4281,835,149817876,18332454,12.2
2024-11,동백해상,연금,20대,여성,2380,131,166840380,27880861,16.7
2024-11,동백해상,연금,30대,남성,3351,190,240243243,53230297,22.2
2024-11,동백해상,연금,30대,여성,973,72,26363435,5088221,19.3
2024-11,동백해상,연금,40대,남성,1408,303,46448512,18041705,38.8
2024-11,동백해상,연금,40대,여성,2373,230,118286931,45873740,38.8
2024-11,동백해상,연금,50대,남성,3599,558,235993628,25904347,11.0
2024-11,동백해상,연금,50대,여성,1933,366,78423743,28997142,37.0
2024-11,동백해상,연금,60대이상,남성,813,102,39437004,9757855,24.7
2024-11,동백해상,연금,60대이상,여성,4264,602,123775392,30156379,24.4
2024-12,동백해상,연금,20대,남성,2482,294,81042264,8932627,11.0
2024-12,동백해상,연금,20대,여성,873,179,70702524,30357184,42.9
2024-12,동백해상,연금,30대,남성,1245,165,58661910,11831623,20.2
2024-12,동백해상,연금,30대,여성,1733,119,106338613,40903697,38.5
2024-12,동백해상,연금,40대,남성,1868,362,93700748,17142935,18.3
2024-12,동백해상,연금,40대,여성,616,93,45084424,6727398,14.9
2024-12,동백해상,연금,50대,남성,4454,460,335297120,88230834,26.3
2024-12,동백해상,연금,50대,여성,3287,240,175683576,20250831,11.5
2024-12,동백해상,연금,60대이상,남성,1151,202,37363762,17056774,45.7
2024-12,동백해상,연금,60대이상,여성,1718,210,101514902,11516703,11.3
2025-01,동백해상,연금,20대,남성,961,82,80491438,38620683,48.0
2025-01,동백해상,연금,20대,여성,694,141,19463230,7948830,40.8
2025-01,동백해상,연금,30대,남성,3144,491,116063904,31830893,27.4
2025-01,동백해상,연금,30대,여성,4119,492,295970745,57769634,19.5
2025-01,동백해상,연금,40대,남성,2368,337,137838912,29102192,21.1
2025-01,동백해상,연금,40대,여성,4346,841,207443272,37815368,18.2
2025-01,동백해상,연금,50대,남성,1523,275,66635819,20577389,30.9
2025-01,동백해상,연금,50대,여성,4030,378,340430220,130278718,38.3
2025-01,동백해상,연금,60대이상,남성,3421,325,268811917,61332813,22.8
2025-01,동백해상,연금,60대이상,여성,3664,256,299312160,41754314,14.0
2025-02,동백해상,연금,20대,남성,1171,226,46605800,6899135,14.8
2025-02,동백해상,연금,20대,여성,641,125,21062619,2813109,13.4
2025-02,동백해상,연금,30대,남성,1169,248,80886617,24370480,30.1
2025-02,동백해상,연금,30대,여성,481,45,21339084,5056228,23.7
2025-02,동백해상,연금,40대,남성,1347,176,72989889,24806045,34.0
2025-02,동백해상,연금,40대,여성,1481,293,66535406,14645219,22.0
2025-02,동백해상,연금,50대,남성,2172,454,118432644,47868066,40.4
2025-02,동백해상,연금,50대,여성,2329,486,155218534,72096377,46.4
2025-02,동백해상,연금,60대이상,남성,934,48,59752650,13358063,22.4
2025-02,동백해상,연금,60대이상,여성,2740,351,119247540,29745660,24.9
2025-03,동백해상,연금,20대,남성,2960,363,148917600,73138000,49.1
2025-03,동백해상,연금,20대,여성,1122,166,58991394,26650929,45.2
2025-03,동백해상,연금,30대,남성,3909,304,118982142,34017935,28.6
2025-03,동백해상,연금,30대,여성,741,125,50649573,12369293,24.4
2025-03,동백해상,연금,40대,남성,1202,82,61607308,28078245,45.6
2025-03,동백해상,연금,40대,여성,1044,54,74154276,26752459,36.1
2025-03,동백해상,연금,50대,남성,2151,467,190363500,68518586,36.0
2025-03,동백해상,연금,50대,여성,3923,442,129655150,19866865,15.3
2025-03,동백해상,연금,60대이상,남성,2656,578,106856192,15173932,14.2
2025-03,동백해상,연금,60대이상,여성,3489,297,261873873,43729870,16.7
2025-04,동백해상,연금,20대,남성,1750,121,94251500,39338975,41.7
2025-04,동백해상,연금,20대,여성,2305,400,152076985,25011247,16.4
2025-04,동백해상,연금,30대,남성,4352,385,183106048,76051047,41.5
2025-04,동백해상,연금,30대,여성,2261,412,127597274,19322137,15.1
2025-04,동백해상,연금,40대,남성,1727,154,129789231,31855732,24.5
2025-04,동백해상,연금,40대,여성,557,104,46083952,20246753,43.9
2025-04,동백해상,연금,50대,남성,548,101,34120124,5622089,16.5
2025-04,동백해상,연금,50대,여성,2770,182,236624480,44490752,18.8
2025-04,동백해상,연금,60대이상,남성,4158,343,280768950,42941686,15.3
2025-04,동백해상,연금,60대이상,여성,779,132,25791911,2698733,10.5
2025-05,동백해상,연금,20대,남성,557,47,38473661,6380824,16.6
2025-05,동백해상,연금,20대,여성,3285,516,116351415,30340454,26.1
2025-05,동백해상,연금,30대,남성,1568,155,88515168,27792377,31.4
2025-05,동백해상,연금,30대,여성,829,81,43683326,15324707,35.1
2025-05,동백해상,연금,40대,남성,2882,627,172948820,83414421,48.2
2025-05,동백해상,연금,40대,여성,2775,335,161912925,41607092,25.7
2025-05,동백해상,연금,50대,남성,3062,442,184436508,63835102,34.6
2025-05,동백해상,연금,50대,여성,4391,411,236688073,177108688,74.8
2025-05,동백해상,연금,60대이상,남성,3838,306,295587408,55187013,18.7
2025-05,동백해상,연금,60대이상,여성,4276,533,197012424,73629508,37.4
2025-06,동백해상,연금,20대,남성,1309,87,61146008,16867680,27.6
2025-06,동백해상,연금,20대,여성,1775,89,158425850,35672705,22.5
2025-06,동백해상,연금,30대,남성,679,43,60791549,12868842,21.2
2025-06,동백해상,연금,30대,여성,1988,436,91774032,39309589,42.8
2025-06,동백해상,연금,40대,남성,416,46,22630816,2953431,13.1
2025-06,동백해상,연금,40대,여성,1378,124,79873014,18756480,23.5
2025-06,동백해상,연금,50대,남성,2078,292,175867374,80904245,46.0
2025-06,동백해상,연금,50대,여성,4386,939,285309300,78217123,27.4
2025-06,동백해상,연금,60대이상,남성,3513,351,154786293,56525145,36.5
2025-06,동백해상,연금,60대이상,여성,1517,213,49995769,16778231,33.6
2025-07,동백해상,연금,20대,남성,3691,663,141679035,70579301,49.8
2025-07,동백해상,연금,20대,여성,2544,197,101266464,11130845,11.0
2025-07,동백해상,연금,30대,남성,4439,819,308745767,48410593,15.7
2025-07,동백해상,연금,30대,여성,2523,323,220737270,34327122,15.6
2025-07,동백해상,연금,40대,남성,676,116,42600844,5332814,12.5
2025-07,동백해상,연금,40대,여성,2183,196,126736248,45761252,36.1
2025-07,동백해상,연금,50대,남성,3715,288,251338325,110614324,44.0
2025-07,동백해상,연금,50대,여성,1817,344,52454973,21651074,41.3
2025-07,동백해상,연금,60대이상,남성,713,116,59469191,9731954,16.4
2025-07,동백해상,연금,60대이상,여성,3493,293,120215088,48739180,40.5
2025-08,동백해상,연금,20대,남성,2632,359,183700440,44837431,24.4
2025-08,동백해상,연금,20대,여성,2642,137,164652082,56178116,34.1
2025-08,동백해상,연금,30대,남성,2489,333,216582824,73563813,34.0
2025-08,동백해상,연금,30대,여성,3322,502,93391386,23745396,25.4
2025-08,동백해상,연금,40대,남성,3874,818,340842268,258134718,75.7
2025-08,동백해상,연금,40대,여성,2742,467,149702232,53299411,35.6
2025-08,동백해상,연금,50대,남성,874,87,54732502,6527321,11.9
2025-08,동백해상,연금,50대,여성,2271,320,157153200,41332706,26.3
2025-08,동백해상,연금,60대이상,남성,4311,349,336723588,164311433,48.8
2025-08,동백해상,연금,60대이상,여성,1409,268,97077282,12157411,12.5
2025-09,동백해상,연금,20대,남성,3376,206,258790656,42114348,16.3
2025-09,동백해상,연금,20대,여성,1224,182,105956784,44293945,41.8
2025-09,동백해상,연금,30대,남성,816,166,72767616,27845856,38.3
2025-09,동백해상,연금,30대,여성,4248,483,217552824,69077110,31.8
2025-09,동백해상,연금,40대,남성,1604,232,86599960,31755571,36.7
2025-09,동백해상,연금,40대,여성,3056,267,80510320,30876808,38.4
2025-09,동백해상,연금,50대,남성,3234,618,243859770,48865706,20.0
2025-09,동백해상,연금,50대,여성,1474,283,51106528,25021448,49.0
2025-09,동백해상,연금,60대이상,남성,4495,851,376074175,140809258,37.4
2025-09,동백해상,연금,60대이상,여성,475,99,26112650,7331829,28.1
2025-10,동백해상,연금,20대,남성,3252,595,145992036,66542531,45.6
2025-10,동백해상,연금,20대,여성,1767,304,154471140,57967619,37.5
2025-10,동백해상,연금,30대,남성,3118,391,180111270,56530698,31.4
2025-10,동백해상,연금,30대,여성,2439,355,113562279,17899357,15.8
2025-10,동백해상,연금,40대,남성,4299,381,378686013,131129893,34.6
2025-10,동백해상,연금,40대,여성,434,86,13305138,6100852,45.9
2025-10,동백해상,연금,50대,남성,4134,406,348653292,121143347,34.7
2025-10,동백해상,연금,50대,여성,3320,497,297598160,131821623,44.3
2025-10,동백해상,연금,60대이상,남성,2023,105,142233084,21968398,15.4
2025-10,동백해상,연금,60대이상,여성,3185,455,141605100,37830787,26.7
2025-11,동백해상,연금,20대,남성,1189,119,38080103,7083163,18.6
2025-11,동백해상,연금,20대,여성,1962,376,129032892,26495462,20.5
2025-11,동백해상,연금,30대,남성,3749,675,108162399,31894697,29.5
2025-11,동백해상,연금,30대,여성,3410,339,154609400,69007556,44.6
2025-11,동백해상,연금,40대,남성,737,97,19916688,9197898,46.2
2025-11,동백해상,연금,40대,여성,3762,534,291641526,104054792,35.7
2025-11,동백해상,연금,50대,남성,1727,159,120575686,33806536,28.0
2025-11,동백해상,연금,50대,여성,3933,658,110761146,13730746,12.4
2025-11,동백해상,연금,60대이상,남성,4373,549,275748261,30477870,11.1
2025-11,동백해상,연금,60대이상,여성,1914,274,156251304,60248843,38.6
2025-12,동백해상,연금,20대,남성,1893,345,143538618,46966758,32.7
2025-12,동백해상,연금,20대,여성,3161,277,250385971,96577244,38.6
2025-12,동백해상,연금,30대,남성,959,109,85299214,10425241,12.2
2025-12,동백해상,연금,30대,여성,804,50,31774080,3477332,10.9
2025-12,동백해상,연금,40대,남성,1523,305,134346876,48844433,36.4
2025-12,동백해상,연금,40대,여성,807,156,27083727,9120520,33.7
2025-12,동백해상,연금,50대,남성,3169,684,95180915,36426476,38.3
2025-12,동백해상,연금,50대,여성,714,92,59668266,28299779,47.4
2025-12,동백해상,연금,60대이상,남성,657,40,29952630,6231473,20.8
2025-12,동백해상,연금,60대이상,여성,472,50,18829024,6153852,32.7
2023-07,동백해상,화재,20대,남성,4267,415,328883292,165254987,50.2
2023-07,동백해상,화재,20대,여성,2433,426,107365857,68677974,64.0
2023-07,동백해상,화재,30대,남성,3639,690,148332918,46022669,31.0
2023-07,동백해상,화재,30대,여성,991,106,48935580,14912956,30.5
2023-07,동백해상,화재,40대,남성,698,89,33076126,18385473,55.6
2023-07,동백해상,화재,40대,여성,2256,492,192107424,73543404,38.3
2023-07,동백해상,화재,50대,남성,4026,753,269274984,78700214,29.2
2023-07,동백해상,화재,50대,여성,3093,541,164550693,52744989,32.1
2023-07,동백해상,화재,60대이상,남성,628,53,50875536,27306049,53.7
2023-07,동백해상,화재,60대이상,여성,4135,830,189693125,112618361,59.4
2023-08,동백해상,화재,20대,남성,924,53,63363300,33636787,53.1
2023-08,동백해상,화재,20대,여성,2552,469,122174448,60347500,49.4
2023-08,동백해상,화재,30대,남성,1431,106,100667988,51796136,51.5
2023-08,동백해상,화재,30대,여성,1678,87,96805498,61120011,63.1
2023-08,동백해상,화재,40대,남성,475,76,12949925,3900355,30.1
2023-08,동백해상,화재,40대,여성,1913,348,95986688,45619806,47.5
2023-08,동백해상,화재,50대,남성,3035,207,208965820,96837555,46.3
2023-08,동백해상,화재,50대,여성,4073,241,200745951,89989537,44.8
2023-08,동백해상,화재,60대이상,남성,3725,195,256131000,156412966,61.1
2023-08,동백해상,화재,60대이상,여성,1600,108,90548800,47926536,52.9
2023-09,동백해상,화재,20대,남성,3516,767,249456684,90692712,36.4
2023-09,동백해상,화재,20대,여성,1003,85,30440047,14469210,47.5
2023-09,동백해상,화재,30대,남성,1604,91,79580856,29766374,37.4
2023-09,동백해상,화재,30대,여성,3742,423,169329242,59024444,34.9
2023-09,동백해상,화재,40대,남성,2186,402,69621914,34791154,50.0
2023-09,동백해상,화재,40대,여성,1962,307,70973388,43563833,61.4
2023-09,동백해상,화재,50대,남성,782,143,63259890,25873444,40.9
2023-09,동백해상,화재,50대,여성,1168,61,94077728,39234519,41.7
2023-09,동백해상,화재,60대이상,남성,1093,190,45573728,25564531,56.1
2023-09,동백해상,화재,60대이상,여성,3488,369,173378016,114102347,65.8
2023-10,동백해상,화재,20대,남성,499,102,36505842,23599702,64.6
2023-10,동백해상,화재,20대,여성,2095,148,137153365,51869453,37.8
2023-10,동백해상,화재,30대,남성,2814,163,180979596,95067354,52.5
2023-10,동백해상,화재,30대,여성,2023,169,178671360,78036346,43.7
2023-10,동백해상,화재,40대,남성,1082,97,58853226,27590246,46.9
2023-10,동백해상,화재,40대,여성,443,26,32794847,14904353,45.4
2023-10,동백해상,화재,50대,남성,636,92,53319696,28095689,52.7
2023-10,동백해상,화재,50대,여성,3264,654,105760128,55736103,52.7
2023-10,동백해상,화재,60대이상,남성,4381,849,341012659,217625420,63.8
2023-10,동백해상,화재,60대이상,여성,3082,353,251522020,127395777,50.6
2023-11,동백해상,화재,20대,남성,4294,715,342562438,123093084,35.9
2023-11,동백해상,화재,20대,여성,3812,465,208867104,104947188,50.2
2023-11,동백해상,화재,30대,남성,3906,198,319987332,150316081,47.0
2023-11,동백해상,화재,30대,여성,542,87,37259248,20921578,56.2
2023-11,동백해상,화재,40대,남성,3397,327,193160214,56544125,29.3
2023-11,동백해상,화재,40대,여성,1108,94,32669380,15577462,47.7
2023-11,동백해상,화재,50대,남성,3580,509,280933340,90974828,32.4
2023-11,동백해상,화재,50대,여성,2286,201,68591430,30013345,43.8
2023-11,동백해상,화재,60대이상,남성,3723,471,189068832,62249450,32.9
2023-11,동백해상,화재,60대이상,여성,3240,621,248472360,126693892,51.0
2023-12,동백해상,화재,20대,남성,754,50,44868278,29526016,65.8
2023-12,동백해상,화재,20대,여성,2409,395,166628121,114539804,68.7
2023-12,동백해상,화재,30대,남성,1207,247,62895563,25546245,40.6
2023-12,동백해상,화재,30대,여성,2795,288,113882275,56401058,49.5
2023-12,동백해상,화재,40대,남성,3063,647,123469530,67538527,54.7
2023-12,동백해상,화재,40대,여성,1010,174,72379630,22179052,30.6
2023-12,동백해상,화재,50대,남성,1343,284,92667000,33425640,36.1
2023-12,동백해상,화재,50대,여성,2335,301,115426055,61351875,53.2
2023-12,동백해상,화재,60대이상,남성,3139,193,176907762,76178340,43.1
2023-12,동백해상,화재,60대이상,여성,4361,428,225851829,90020198,39.9
2024-01,동백해상,화재,20대,남성,3539,203,171096494,54618738,31.9
2024-01,동백해상,화재,20대,여성,2525,552,213337250,66270264,31.1
2024-01,동백해상,화재,30대,남성,1733,281,106335147,66226712,62.3
2024-01,동백해상,화재,30대,여성,2595,416,92737515,37189213,40.1
2024-01,동백해상,화재,40대,남성,1408,302,118145280,71801733,60.8
2024-01,동백해상,화재,40대,여성,853,96,56541958,16296327,28.8
2024-01,동백해상,화재,50대,남성,1973,334,55683979,24763168,44.5
2024-01,동백해상,화재,50대,여성,1984,271,159454080,49613046,31.1
2024-01,동백해상,화재,60대이상,남성,572,83,49938460,21896257,43.8
2024-01,동백해상,화재,60대이상,여성,4140,822,115708860,58301751,50.4
2024-02,동백해상,화재,20대,남성,2932,163,198560904,81411352,41.0
2024-02,동백해상,화재,20대,여성,1307,115,59152206,22760392,38.5
2024-02,동백해상,화재,30대,남성,565,55,17500875,7316654,41.8
2024-02,동백해상,화재,30대,여성,4004,818,277561284,151998791,54.8
2024-02,동백해상,화재,40대,남성,3278,654,179355770,66195672,36.9
2024-02,동백해상,화재,40대,여성,2823,506,237191283,99636196,42.0
2024-02,동백해상,화재,50대,남성,1007,164,83127850,39482524,47.5
2024-02,동백해상,화재,50대,여성,1752,91,104356128,36293984,34.8
2024-02,동백해상,화재,60대이상,남성,2309,195,129003830,65472262,50.8
2024-02,동백해상,화재,60대이상,여성,2818,386,212967532,91617345,43.0
2024-03,동백해상,화재,20대,남성,688,100,56978096,17103063,30.0
2024-03,동백해상,화재,20대,여성,2247,202,133375179,42584185,31.9
2024-03,동백해상,화재,30대,남성,1238,93,51227202,22502397,43.9
2024-03,동백해상,화재,30대,여성,3986,689,137863782,69299255,50.3
2024-03,동백해상,화재,40대,남성,2862,278,81578448,37833555,46.4
2024-03,동백해상,화재,40대,여성,1459,174,48663486,28875374,59.3
2024-03,동백해상,화재,50대,남성,1695,244,128189460,81526254,63.6
2024-03,동백해상,화재,50대,여성,4467,945,223568883,129931520,58.1
2024-03,동백해상,화재,60대이상,남성,4142,469,190217208,62272083,32.7
2024-03,동백해상,화재,60대이상,여성,4442,510,152231782,87577470,57.5
2024-04,동백해상,화재,20대,남성,3775,732,155507350,44712017,28.8
2024-04,동백해상,화재,20대,여성,4118,730,255867812,92425808,36.1
2024-04,동백해상,화재,30대,남성,2836,478,211724416,140339129,66.3
2024-04,동백해상,화재,30대,여성,3033,285,268587315,90101530,33.5
2024-04,동백해상,화재,40대,남성,673,123,47599944,22519236,47.3
2024-04,동백해상,화재,40대,여성,1422,111,124184682,81959579,66.0
2024-04,동백해상,화재,50대,남성,601,79,37745204,15867523,42.0
2024-04,동백해상,화재,50대,여성,1483,88,131939544,60869271,46.1
2024-04,동백해상,화재,60대이상,남성,1522,82,136934340,40652621,29.7
2024-04,동백해상,화재,60대이상,여성,2676,309,230778240,149945889,65.0
2024-05,동백해상,화재,20대,남성,4198,247,234139252,92654738,39.6
2024-05,동백해상,화재,20대,여성,2207,415,77816613,38457498,49.4
2024-05,동백해상,화재,30대,남성,2463,131,102423855,34281462,33.5
2024-05,동백해상,화재,30대,여성,651,118,45583671,25572412,56.1
2024-05,동백해상,화재,40대,남성,1871,365,137342626,70378483,51.2
2024-05,동백해상,화재,40대,여성,3741,544,306058692,161707592,52.8
2024-05,동백해상,화재,50대,남성,3663,716,186380766,95846994,51.4
2024-05,동백해상,화재,50대,여성,3652,506,154643940,62133456,40.2
2024-05,동백해상,화재,60대이상,남성,530,45,22749720,13770418,60.5
2024-05,동백해상,화재,60대이상,여성,4142,331,147885968,68865954,46.6
2024-06,동백해상,화재,20대,남성,3816,793,336464352,145477838,43.2
2024-06,동백해상,화재,20대,여성,1956,403,153970452,75768472,49.2
2024-06,동백해상,화재,30대,남성,1265,116,100649725,50864200,50.5
2024-06,동백해상,화재,30대,여성,2864,384,92942528,33879622,36.5
2024-06,동백해상,화재,40대,남성,3962,739,267399342,146657689,54.8
2024-06,동백해상,화재,40대,여성,3532,585,198145200,69340260,35.0
2024-06,동백해상,화재,50대,남성,2972,441,221568544,123228572,55.6
2024-06,동백해상,화재,50대,여성,488,93,12869536,3976778,30.9
2024-06,동백해상,화재,60대이상,남성,452,73,32745592,13174026,40.2
2024-06,동백해상,화재,60대이상,여성,1473,87,47622090,24339628,51.1
2024-07,동백해상,화재,20대,남성,1842,182,157723092,77776466,49.3
2024-07,동백해상,화재,20대,여성,585,102,22527765,12564605,55.8
2024-07,동백해상,화재,30대,남성,1404,238,44793216,20833701,46.5
2024-07,동백해상,화재,30대,여성,825,75,33116325,19309897,58.3
2024-07,동백해상,화재,40대,남성,3668,334,297878280,119135939,40.0
2024-07,동백해상,화재,40대,여성,2206,294,90565124,31753071,35.1
2024-07,동백해상,화재,50대,남성,731,46,61489527,20274437,33.0
2024-07,동백해상,화재,50대,여성,2421,218,84957732,45847105,54.0
2024-07,동백해상,화재,60대이상,남성,999,80,43760196,13618394,31.1
2024-07,동백해상,화재,60대이상,여성,961,80,61924918,23237656,37.5
2024-08,동백해상,화재,20대,남성,2278,372,176859364,77772232,44.0
2024-08,동백해상,화재,20대,여성,3682,295,123339636,37419985,30.3
2024-08,동백해상,화재,30대,남성,3946,254,247283982,256230318,103.6
2024-08,동백해상,화재,30대,여성,1372,155,111252736,35103936,31.6
2024-08,동백해상,화재,40대,남성,1239,102,71876868,39950986,55.6
2024-08,동백해상,화재,40대,여성,563,118,22120270,12493779,56.5
2024-08,동백해상,화재,50대,남성,3286,656,99345638,72883057,73.4
2024-08,동백해상,화재,50대,여성,3380,460,183733420,67935682,37.0
2024-08,동백해상,화재,60대이상,남성,3419,725,174464732,82190503,47.1
2024-08,동백해상,화재,60대이상,여성,3325,526,158299925,59049407,37.3
2024-09,동백해상,화재,20대,남성,3211,304,194522380,56946169,29.3
2024-09,동백해상,화재,20대,여성,2325,229,143213025,66640244,46.5
2024-09,동백해상,화재,30대,남성,3232,681,86381664,24727101,28.6
2024-09,동백해상,화재,30대,여성,1860,404,79645200,23801714,29.9
2024-09,동백해상,화재,40대,남성,3905,643,200396790,55614187,27.8
2024-09,동백해상,화재,40대,여성,3811,242,120031256,47143945,39.3
2024-09,동백해상,화재,50대,남성,2292,489,203442504,133156030,65.5
2024-09,동백해상,화재,50대,여성,2103,363,143952453,78861722,54.8
2024-09,동백해상,화재,60대이상,남성,1397,125,107124754,44750609,41.8
2024-09,동백해상,화재,60대이상,여성,4292,771,178710296,98084118,54.9
2024-10,동백해상,화재,20대,남성,1590,344,100467330,44786491,44.6
2024-10,동백해상,화재,20대,여성,1008,162,36910944,19410713,52.6
2024-10,동백해상,화재,30대,남성,2601,457,206142255,90366409,43.8
2024-10,동백해상,화재,30대,여성,581,97,31138114,17723498,56.9
2024-10,동백해상,화재,40대,남성,4181,601,125099701,64824787,51.8
2024-10,동백해상,화재,40대,여성,3694,227,124609702,55364807,44.4
2024-10,동백해상,화재,50대,남성,3594,411,100570902,42912059,42.7
2024-10,동백해상,화재,50대,여성,2065,212,176237425,98964283,56.2
2024-10,동백해상,화재,60대이상,남성,1823,329,150014670,100109114,66.7
2024-10,동백해상,화재,60대이상,여성,692,44,41023144,20469297,49.9
2024-11,동백해상,화재,20대,남성,3653,446,191314916,100256226,52.4
2024-11,동백해상,화재,20대,여성,3182,547,148201650,66269478,44.7
2024-11,동백해상,화재,30대,남성,4081,223,205527322,88582352,43.1
2024-11,동백해상,화재,30대,여성,933,84,53834100,33266638,61.8
2024-11,동백해상,화재,40대,남성,2611,271,114967552,51062984,44.4
2024-11,동백해상,화재,40대,여성,1765,313,73236910,48479501,66.2
2024-11,동백해상,화재,50대,남성,3560,762,239855000,130459585,54.4
2024-11,동백해상,화재,50대,여성,4317,536,304585935,89341591,29.3
2024-11,동백해상,화재,60대이상,남성,1937,169,146113721,52804188,36.1
2024-11,동백해상,화재,60대이상,여성,3435,746,126926685,35431265,27.9
2024-12,동백해상,화재,20대,남성,2469,323,208590996,96553283,46.3
2024-12,동백해상,화재,20대,여성,1510,149,55737120,19810408,35.5
2024-12,동백해상,화재,30대,남성,3250,705,118917500,36363564,30.6
2024-12,동백해상,화재,30대,여성,908,64,45232020,13096517,29.0
2024-12,동백해상,화재,40대,남성,728,41,62532288,21154569,33.8
2024-12,동백해상,화재,40대,여성,2391,352,85511724,50457881,59.0
2024-12,동백해상,화재,50대,남성,3259,698,179000575,68000229,38.0
2024-12,동백해상,화재,50대,여성,491,73,26389777,9553227,36.2
2024-12,동백해상,화재,60대이상,남성,4164,905,217115124,88972090,41.0
2024-12,동백해상,화재,60대이상,여성,722,77,62676820,34558047,55.1
2025-01,동백해상,화재,20대,남성,889,101,50826797,33287433,65.5
2025-01,동백해상,화재,20대,여성,2665,149,203947120,77709668,38.1
2025-01,동백해상,화재,30대,남성,1412,129,71797376,33228373,46.3
2025-01,동백해상,화재,30대,여성,4373,830,160410386,70099657,43.7
2025-01,동백해상,화재,40대,남성,2399,384,212162762,115648732,54.5
2025-01,동백해상,화재,40대,여성,4257,749,194038317,90528574,46.7
2025-01,동백해상,화재,50대,남성,1148,180,83061244,31410709,37.8
2025-01,동백해상,화재,50대,여성,1819,116,162964210,81024741,49.7
2025-01,동백해상,화재,60대이상,남성,2125,311,119811750,45080910,37.6
2025-01,동백해상,화재,60대이상,여성,3622,622,193541570,60027144,31.0
2025-02,동백해상,화재,20대,남성,1831,230,137187675,45027077,32.8
2025-02,동백해상,화재,20대,여성,3750,462,104831250,32308899,30.8
2025-02,동백해상,화재,30대,남성,4106,751,253939676,101347031,39.9
2025-02,동백해상,화재,30대,여성,4331,660,286989384,176132182,61.4
2025-02,동백해상,화재,40대,남성,2437,525,205492714,55881373,27.2
2025-02,동백해상,화재,40대,여성,3856,829,305391344,98146896,32.1
2025-02,동백해상,화재,50대,남성,706,115,49290802,32071136,65.1
2025-02,동백해상,화재,50대,여성,817,50,69612485,33293631,47.8
2025-02,동백해상,화재,60대이상,남성,2421,320,180885015,88291511,48.8
2025-02,동백해상,화재,60대이상,여성,824,51,32484552,17678225,54.4
2025-03,동백해상,화재,20대,남성,992,91,74568640,46192814,61.9
