customer_id,age,gender,occupation,family_structure,income_band,residence_region,driver_status,persona_cluster,child_count,homeowner_flag,priority_need_1,priority_need_2,needs_tags
C01134,35,남성,은퇴자,맞벌이자녀1,800-1200만원,인천,자가운전,1인가구청년,1,Y,재산보장,수술비,사망보장|어린이성장
C01135,47,여성,은퇴자,1인가구,800-1200만원,부산,비운전,자영업중장년,0,N,자차손해,노후연금,암진단|자녀상해|심혈관|재산보장
C01136,35,남성,의료진,1인가구,1200만원 이상,대구,자가운전,맞벌이자녀가구,0,Y,해외여행,수술비,해외여행|암진단|뇌혈관|자차손해
C01137,43,남성,교사,3세대가구,300-500만원,서울 강북,자가운전,자영업중장년,1,N,노후연금,치과,치과|노후연금|입원비
C01138,33,여성,프리랜서,신혼부부,1200만원 이상,대구,비운전,사회초년생,0,N,치과,사망보장,자동차배상|치과
C01139,58,여성,교사,맞벌이자녀2,300-500만원,대전,자가운전,안정형시니어,2,N,재산보장,수술비,암진단|해외여행|입원비|심혈관
C01140,44,남성,IT개발자,맞벌이자녀1,1200만원 이상,광주,비운전,자영업중장년,1,Y,치과,어린이성장,뇌혈관|노후연금|자녀상해
C01141,73,여성,주부,편부모가정,300-500만원,부산,비운전,맞벌이자녀가구,1,Y,뇌혈관,입원비,노후연금|자녀상해|해외여행|치과
C01142,52,남성,주부,맞벌이자녀1,800-1200만원,제주,자가운전,맞벌이자녀가구,1,Y,입원비,재산보장,암진단|자차손해|뇌혈관
C01143,29,여성,교사,편부모가정,1200만원 이상,경기 북부,자가운전,사회초년생,1,N,심혈관,어린이성장,뇌혈관|자녀상해|어린이성장|암진단
C01144,60,여성,IT개발자,1인가구,500-800만원,서울 강남,비운전,안정형시니어,0,N,심혈관,노후연금,입원비|해외여행
C01145,23,여성,생산직,맞벌이자녀1,300-500만원,경기 남부,자가운전,자영업중장년,1,Y,해외여행,뇌혈관,노후연금|뇌혈관
C01146,52,여성,주부,신혼부부,300-500만원,강원,자가운전,골드에이지,0,Y,사망보장,노후연금,자차손해|심혈관|어린이성장
C01147,53,여성,교사,외벌이자녀2,300만원 이하,경기 남부,자가운전,맞벌이자녀가구,2,Y,입원비,재산보장,어린이성장|뇌혈관|수술비|입원비
C01148,74,남성,IT개발자,편부모가정,300만원 이하,강원,비운전,맞벌이자녀가구,1,Y,해외여행,노후연금,수술비|자동차배상
C01149,57,여성,주부,맞벌이자녀1,300만원 이하,경기 북부,자가운전,1인가구청년,1,N,사망보장,입원비,입원비|뇌혈관|자차손해|자동차배상
C01150,42,남성,공무원,맞벌이자녀2,300만원 이하,부산,자가운전,1인가구청년,2,N,사망보장,치과,어린이성장|노후연금
C01151,38,여성,주부,편부모가정,300만원 이하,강원,자가운전,사회초년생,2,Y,재산보장,암진단,치과|암진단|자차손해|심혈관
C01152,36,남성,은퇴자,외벌이자녀2,800-1200만원,부산,자가운전,1인가구청년,2,N,입원비,심혈관,어린이성장|입원비|자차손해|치과
C01153,54,남성,은퇴자,1인가구,300만원 이하,울산,자가운전,1인가구청년,0,Y,입원비,사망보장,자차손해|뇌혈관
C01154,71,여성,학생,맞벌이자녀1,800-1200만원,대전,자가운전,1인가구청년,1,N,치과,어린이성장,수술비|자차손해
C01155,60,남성,주부,맞벌이자녀1,500-800만원,부산,비운전,1인가구청년,1,Y,치과,사망보장,뇌혈관|치과
C01156,36,남성,은퇴자,편부모가정,500-800만원,경기 북부,비운전,안정형시니어,1,N,암진단,자차손해,입원비|암진단|자녀상해
C01157,48,남성,주부,1인가구,500-800만원,강원,자가운전,1인가구청년,0,Y,입원비,사망보장,암진단|자차손해|수술비|해외여행
C01158,50,여성,사무직,외벌이자녀2,800-1200만원,강원,비운전,안정형시니어,2,N,심혈관,노후연금,심혈관|해외여행|어린이성장|뇌혈관
C01159,23,남성,은퇴자,맞벌이자녀1,500-800만원,경기 북부,자가운전,자영업중장년,1,Y,입원비,자동차배상,사망보장|입원비
C01160,62,남성,주부,외벌이자녀2,300만원 이하,서울 강북,자가운전,골드에이지,2,Y,재산보장,뇌혈관,노후연금|해외여행
C01161,70,남성,자영업,맞벌이자녀2,1200만원 이상,제주,비운전,안정형시니어,2,N,노후연금,어린이성장,치과|수술비|자녀상해
C01162,40,여성,자영업,신혼부부,800-1200만원,제주,자가운전,안정형시니어,0,N,수술비,심혈관,치과|노후연금|수술비
C01163,63,남성,학생,1인가구,1200만원 이상,제주,자가운전,1인가구청년,0,Y,암진단,재산보장,어린이성장|수술비|입원비|재산보장
C01164,47,여성,전문직,1인가구,1200만원 이상,인천,비운전,자영업중장년,0,N,심혈관,뇌혈관,해외여행|자차손해|뇌혈관|사망보장
C01165,71,여성,생산직,1인가구,1200만원 이상,강원,비운전,1인가구청년,0,N,입원비,암진단,노후연금|수술비
C01166,60,남성,자영업,1인가구,1200만원 이상,서울 강남,자가운전,맞벌이자녀가구,0,Y,치과,자동차배상,노후연금|심혈관
C01167,67,여성,공무원,맞벌이자녀1,300-500만원,경기 북부,자가운전,맞벌이자녀가구,1,Y,사망보장,자녀상해,재산보장|입원비|암진단|뇌혈관
C01168,23,남성,생산직,편부모가정,1200만원 이상,경기 남부,자가운전,1인가구청년,1,Y,자동차배상,수술비,심혈관|자녀상해
C01169,47,남성,IT개발자,편부모가정,1200만원 이상,인천,자가운전,자영업중장년,1,N,수술비,심혈관,사망보장|수술비|뇌혈관
C01170,63,남성,교사,맞벌이자녀2,800-1200만원,인천,자가운전,골드에이지,2,N,해외여행,치과,사망보장|자동차배상|노후연금|암진단
C01171,34,남성,은퇴자,외벌이자녀2,500-800만원,제주,비운전,사회초년생,2,N,입원비,노후연금,심혈관|해외여행
C01172,49,여성,자영업,외벌이자녀2,500-800만원,인천,비운전,1인가구청년,2,N,자차손해,사망보장,입원비|자동차배상|자녀상해
C01173,68,남성,주부,신혼부부,300-500만원,경기 북부,자가운전,자영업중장년,0,N,암진단,자녀상해,입원비|암진단|자녀상해|사망보장
C01174,31,남성,전문직,편부모가정,800-1200만원,부산,자가운전,자영업중장년,1,Y,수술비,암진단,어린이성장|입원비|사망보장|치과
C01175,63,남성,생산직,맞벌이자녀1,500-800만원,서울 강북,비운전,자영업중장년,1,Y,사망보장,해외여행,입원비|노후연금|재산보장|해외여행
C01176,28,여성,의료진,신혼부부,500-800만원,인천,비운전,맞벌이자녀가구,0,N,재산보장,자동차배상,암진단|자녀상해|자동차배상|수술비
C01177,60,여성,의료진,1인가구,800-1200만원,제주,비운전,사회초년생,0,Y,노후연금,자녀상해,노후연금|수술비|어린이성장|해외여행
C01178,64,남성,자영업,3세대가구,1200만원 이상,서울 강남,자가운전,골드에이지,1,N,자동차배상,해외여행,치과|암진단|어린이성장|해외여행
C01179,33,여성,생산직,3세대가구,800-1200만원,광주,자가운전,안정형시니어,3,Y,어린이성장,뇌혈관,어린이성장|해외여행|재산보장|자녀상해
C01180,70,남성,주부,맞벌이자녀2,300-500만원,광주,비운전,안정형시니어,2,N,자동차배상,어린이성장,자차손해|자동차배상
C01181,55,여성,자영업,맞벌이자녀1,300-500만원,대구,자가운전,안정형시니어,1,N,치과,자녀상해,치과|뇌혈관
C01182,54,여성,사무직,맞벌이자녀1,300만원 이하,서울 강남,자가운전,골드에이지,1,Y,심혈관,암진단,치과|자차손해|자녀상해
C01183,30,남성,주부,1인가구,1200만원 이상,서울 강북,자가운전,자영업중장년,0,Y,암진단,어린이성장,어린이성장|자차손해|자녀상해|암진단
C01184,60,여성,전문직,편부모가정,500-800만원,인천,자가운전,사회초년생,1,Y,치과,자차손해,해외여행|수술비|심혈관|입원비
C01185,32,남성,프리랜서,외벌이자녀2,300만원 이하,제주,자가운전,안정형시니어,2,Y,자녀상해,어린이성장,자차손해|노후연금
C01186,29,남성,공무원,3세대가구,1200만원 이상,서울 강북,비운전,1인가구청년,3,Y,노후연금,자녀상해,자동차배상|치과|노후연금|자녀상해
C01187,63,남성,학생,편부모가정,500-800만원,서울 강북,자가운전,안정형시니어,2,Y,자녀상해,심혈관,심혈관|입원비
C01188,64,남성,생산직,외벌이자녀2,300-500만원,경기 남부,비운전,골드에이지,2,Y,입원비,어린이성장,심혈관|사망보장|자녀상해|치과
C01189,52,남성,사무직,신혼부부,500-800만원,울산,자가운전,골드에이지,0,Y,자차손해,심혈관,재산보장|입원비
C01190,34,남성,의료진,외벌이자녀2,500-800만원,강원,비운전,자영업중장년,2,N,수술비,자동차배상,뇌혈관|재산보장
C01191,42,남성,전문직,3세대가구,300-500만원,경기 북부,비운전,사회초년생,3,Y,자동차배상,입원비,치과|뇌혈관
C01192,50,여성,주부,편부모가정,300만원 이하,부산,자가운전,맞벌이자녀가구,1,Y,사망보장,해외여행,심혈관|재산보장
C01193,57,여성,사무직,신혼부부,800-1200만원,제주,자가운전,자영업중장년,0,N,수술비,입원비,해외여행|자녀상해|사망보장
C01194,36,남성,전문직,외벌이자녀2,500-800만원,대전,자가운전,사회초년생,2,Y,해외여행,뇌혈관,수술비|암진단|심혈관|치과
C01195,23,여성,생산직,맞벌이자녀1,800-1200만원,경기 북부,자가운전,맞벌이자녀가구,1,N,자녀상해,수술비,심혈관|노후연금|사망보장
C01196,65,여성,주부,신혼부부,300만원 이하,대전,자가운전,사회초년생,0,Y,해외여행,어린이성장,자녀상해|수술비|어린이성장|자차손해
C01197,70,여성,의료진,외벌이자녀2,300만원 이하,울산,자가운전,자영업중장년,2,Y,암진단,해외여행,입원비|어린이성장|사망보장|심혈관
C01198,60,여성,IT개발자,외벌이자녀2,300-500만원,울산,자가운전,골드에이지,2,N,심혈관,어린이성장,자차손해|어린이성장|수술비
C01199,66,남성,전문직,맞벌이자녀2,500-800만원,대구,자가운전,1인가구청년,2,Y,노후연금,자녀상해,자동차배상|해외여행|자차손해
C01200,33,여성,프리랜서,3세대가구,1200만원 이상,경기 북부,자가운전,1인가구청년,3,Y,뇌혈관,자동차배상,해외여행|재산보장|심혈관
C01201,22,여성,주부,1인가구,1200만원 이상,경기 북부,비운전,1인가구청년,0,N,자동차배상,재산보장,수술비|입원비
C01202,34,여성,교사,편부모가정,300만원 이하,울산,비운전,자영업중장년,2,Y,자동차배상,입원비,해외여행|자동차배상|사망보장
C01203,57,남성,학생,맞벌이자녀1,300만원 이하,서울 강남,비운전,맞벌이자녀가구,1,Y,수술비,해외여행,입원비|자동차배상|치과
C01204,33,남성,교사,맞벌이자녀2,300만원 이하,대전,자가운전,1인가구청년,2,Y,자녀상해,자동차배상,심혈관|자녀상해
C01205,63,남성,자영업,외벌이자녀2,500-800만원,경기 북부,자가운전,골드에이지,2,Y,사망보장,치과,입원비|노후연금|사망보장
C01206,25,여성,IT개발자,외벌이자녀2,800-1200만원,부산,자가운전,사회초년생,2,N,자동차배상,해외여행,심혈관|자녀상해|뇌혈관
C01207,41,여성,교사,1인가구,500-800만원,대구,자가운전,골드에이지,0,N,뇌혈관,어린이성장,자차손해|어린이성장|암진단|뇌혈관
C01208,36,남성,전문직,맞벌이자녀2,1200만원 이상,울산,비운전,사회초년생,2,N,치과,해외여행,어린이성장|심혈관|노후연금
C01209,65,남성,전문직,신혼부부,1200만원 이상,부산,자가운전,맞벌이자녀가구,0,N,뇌혈관,자동차배상,입원비|자차손해|수술비
C01210,67,남성,교사,맞벌이자녀2,300만원 이하,서울 강북,자가운전,골드에이지,2,Y,사망보장,심혈관,자동차배상|입원비
C01211,59,여성,자영업,외벌이자녀2,300-500만원,대구,비운전,안정형시니어,2,Y,노후연금,치과,심혈관|암진단|어린이성장|재산보장
C01212,57,여성,IT개발자,외벌이자녀2,300-500만원,경기 북부,자가운전,사회초년생,2,N,심혈관,뇌혈관,재산보장|해외여행|자동차배상
C01213,42,남성,생산직,맞벌이자녀2,300만원 이하,경기 남부,비운전,골드에이지,2,Y,사망보장,심혈관,노후연금|어린이성장|뇌혈관
C01214,22,남성,전문직,신혼부부,800-1200만원,대구,비운전,자영업중장년,0,N,자녀상해,암진단,수술비|해외여행|입원비
C01215,69,남성,자영업,신혼부부,500-800만원,제주,자가운전,사회초년생,0,Y,자차손해,자녀상해,해외여행|치과
C01216,69,여성,주부,1인가구,300-500만원,광주,자가운전,1인가구청년,0,N,심혈관,자차손해,재산보장|해외여행
C01217,29,남성,IT개발자,신혼부부,300만원 이하,울산,자가운전,맞벌이자녀가구,0,Y,자녀상해,해외여행,자차손해|암진단
C01218,44,남성,교사,1인가구,300-500만원,서울 강남,자가운전,맞벌이자녀가구,0,Y,노후연금,입원비,암진단|심혈관
C01219,35,남성,의료진,1인가구,300-500만원,부산,비운전,맞벌이자녀가구,0,Y,수술비,어린이성장,입원비|사망보장|치과
C01220,32,남성,프리랜서,맞벌이자녀2,1200만원 이상,서울 강남,자가운전,자영업중장년,2,Y,노후연금,어린이성장,심혈관|사망보장|노후연금|뇌혈관
C01221,27,남성,프리랜서,3세대가구,300만원 이하,경기 남부,자가운전,자영업중장년,3,Y,사망보장,재산보장,재산보장|수술비|자녀상해
C01222,34,남성,교사,맞벌이자녀1,500-800만원,강원,비운전,자영업중장년,1,N,암진단,자녀상해,재산보장|노후연금|해외여행|사망보장
C01223,53,여성,은퇴자,맞벌이자녀1,300만원 이하,경기 남부,자가운전,1인가구청년,1,Y,자녀상해,자동차배상,사망보장|수술비
C01224,71,여성,프리랜서,신혼부부,300-500만원,인천,자가운전,안정형시니어,0,N,자차손해,재산보장,사망보장|입원비|해외여행
C01225,33,남성,의료진,3세대가구,300만원 이하,제주,자가운전,맞벌이자녀가구,3,N,재산보장,사망보장,암진단|뇌혈관|노후연금
C01226,69,여성,공무원,1인가구,300-500만원,서울 강북,자가운전,사회초년생,0,Y,자동차배상,수술비,암진단|노후연금|자동차배상|어린이성장
C01227,62,남성,교사,신혼부부,300만원 이하,제주,자가운전,맞벌이자녀가구,0,Y,치과,입원비,수술비|치과|뇌혈관|재산보장
C01228,67,여성,프리랜서,1인가구,500-800만원,광주,자가운전,자영업중장년,0,N,치과,재산보장,자녀상해|어린이성장
C01229,73,여성,IT개발자,편부모가정,500-800만원,대전,자가운전,맞벌이자녀가구,2,Y,재산보장,노후연금,해외여행|어린이성장
C01230,73,여성,공무원,맞벌이자녀1,1200만원 이상,강원,자가운전,자영업중장년,1,Y,어린이성장,자동차배상,어린이성장|암진단|자동차배상
C01231,62,여성,공무원,3세대가구,800-1200만원,서울 강북,자가운전,골드에이지,1,N,입원비,자차손해,해외여행|입원비|자차손해|사망보장
C01232,53,남성,생산직,맞벌이자녀2,300만원 이하,서울 강북,비운전,골드에이지,2,N,암진단,노후연금,해외여행|자차손해|자동차배상|재산보장
C01233,71,여성,전문직,신혼부부,300만원 이하,대전,자가운전,골드에이지,0,Y,자동차배상,어린이성장,자녀상해|해외여행
C01234,44,여성,프리랜서,편부모가정,1200만원 이상,경기 남부,비운전,1인가구청년,2,Y,입원비,수술비,자차손해|자녀상해
C01235,28,남성,전문직,편부모가정,500-800만원,울산,비운전,맞벌이자녀가구,2,N,심혈관,사망보장,자동차배상|입원비|노후연금
C01236,48,여성,전문직,맞벌이자녀1,500-800만원,제주,비운전,자영업중장년,1,N,수술비,어린이성장,노후연금|사망보장|재산보장|수술비
C01237,40,여성,학생,신혼부부,1200만원 이상,광주,비운전,사회초년생,0,Y,자동차배상,사망보장,사망보장|수술비|심혈관|노후연금
C01238,40,여성,전문직,1인가구,300만원 이하,강원,비운전,맞벌이자녀가구,0,Y,입원비,재산보장,입원비|자차손해
C01239,42,남성,의료진,편부모가정,300-500만원,울산,자가운전,맞벌이자녀가구,1,Y,어린이성장,노후연금,입원비|노후연금
C01240,26,여성,자영업,신혼부부,300-500만원,울산,자가운전,안정형시니어,0,N,암진단,입원비,치과|사망보장|노후연금
C01241,37,여성,자영업,신혼부부,1200만원 이상,경기 북부,자가운전,사회초년생,0,Y,수술비,입원비,수술비|자녀상해
C01242,66,남성,학생,맞벌이자녀2,300-500만원,대전,비운전,자영업중장년,2,N,해외여행,암진단,노후연금|암진단|자녀상해|사망보장
C01243,70,남성,은퇴자,신혼부부,300만원 이하,제주,비운전,골드에이지,0,Y,어린이성장,암진단,자동차배상|사망보장|자녀상해|수술비
C01244,33,여성,IT개발자,3세대가구,300만원 이하,부산,비운전,사회초년생,2,N,사망보장,해외여행,자동차배상|심혈관|자녀상해|암진단
C01245,36,여성,은퇴자,편부모가정,300-500만원,경기 북부,자가운전,골드에이지,1,Y,사망보장,자녀상해,치과|자녀상해|어린이성장|뇌혈관
C01246,57,남성,프리랜서,신혼부부,300-500만원,강원,비운전,맞벌이자녀가구,0,N,심혈관,사망보장,해외여행|치과|사망보장|자녀상해
C01247,26,남성,학생,신혼부부,800-1200만원,강원,자가운전,자영업중장년,0,Y,심혈관,해외여행,어린이성장|해외여행|수술비
C01248,64,남성,주부,외벌이자녀2,800-1200만원,울산,자가운전,골드에이지,2,Y,노후연금,어린이성장,자동차배상|어린이성장|암진단|입원비
C01249,28,남성,자영업,외벌이자녀2,300만원 이하,인천,자가운전,안정형시니어,2,Y,사망보장,심혈관,입원비|자녀상해|자차손해
C01250,72,남성,의료진,3세대가구,300-500만원,경기 남부,자가운전,자영업중장년,2,N,심혈관,자차손해,수술비|암진단
C01251,66,여성,교사,맞벌이자녀2,300만원 이하,서울 강북,자가운전,자영업중장년,2,N,자차손해,치과,자녀상해|노후연금
C01252,59,남성,자영업,맞벌이자녀1,1200만원 이상,경기 남부,자가운전,사회초년생,1,N,재산보장,치과,수술비|자차손해
C01253,54,여성,학생,맞벌이자녀2,800-1200만원,대구,자가운전,안정형시니어,2,Y,뇌혈관,자동차배상,해외여행|어린이성장|치과|사망보장
C01254,68,남성,공무원,신혼부부,800-1200만원,대전,자가운전,골드에이지,0,Y,치과,암진단,자동차배상|노후연금|심혈관
C01255,42,여성,의료진,맞벌이자녀1,300만원 이하,울산,자가운전,맞벌이자녀가구,1,Y,수술비,해외여행,재산보장|치과|자차손해
C01256,61,남성,생산직,3세대가구,300-500만원,인천,자가운전,사회초년생,1,N,해외여행,입원비,자차손해|치과|수술비|암진단
C01257,72,여성,주부,편부모가정,300만원 이하,인천,자가운전,1인가구청년,1,N,수술비,뇌혈관,뇌혈관|재산보장
C01258,61,여성,사무직,맞벌이자녀2,300-500만원,대전,비운전,맞벌이자녀가구,2,Y,자동차배상,암진단,암진단|자동차배상
C01259,22,여성,IT개발자,맞벌이자녀1,800-1200만원,광주,자가운전,안정형시니어,1,Y,자차손해,뇌혈관,어린이성장|자녀상해|사망보장
C01260,65,남성,주부,맞벌이자녀2,500-800만원,대구,자가운전,사회초년생,2,N,입원비,재산보장,뇌혈관|수술비|치과|입원비
C01261,73,남성,IT개발자,1인가구,300-500만원,광주,자가운전,맞벌이자녀가구,0,N,치과,입원비,노후연금|심혈관
C01262,42,여성,생산직,1인가구,300-500만원,제주,자가운전,1인가구청년,0,Y,어린이성장,뇌혈관,암진단|어린이성장|심혈관|입원비
C01263,45,남성,주부,외벌이자녀2,300만원 이하,대구,자가운전,1인가구청년,2,Y,자차손해,노후연금,사망보장|치과|심혈관
C01264,42,남성,은퇴자,3세대가구,300-500만원,울산,자가운전,안정형시니어,1,N,입원비,해외여행,자동차배상|치과|입원비
C01265,72,남성,프리랜서,신혼부부,500-800만원,울산,자가운전,안정형시니어,0,Y,자차손해,해외여행,치과|자동차배상|암진단|노후연금
C01266,47,남성,학생,맞벌이자녀2,1200만원 이상,대전,자가운전,1인가구청년,2,N,암진단,자차손해,자동차배상|재산보장
C01267,50,여성,사무직,3세대가구,500-800만원,인천,자가운전,사회초년생,1,N,해외여행,치과,입원비|사망보장
C01268,52,남성,생산직,편부모가정,500-800만원,경기 북부,비운전,사회초년생,2,N,해외여행,노후연금,자녀상해|노후연금|뇌혈관
C01269,66,남성,프리랜서,3세대가구,1200만원 이상,서울 강남,비운전,안정형시니어,1,Y,심혈관,입원비,해외여행|노후연금|심혈관|암진단
C01270,53,여성,의료진,신혼부부,300만원 이하,인천,비운전,1인가구청년,0,N,수술비,해외여행,뇌혈관|자녀상해|해외여행
C01271,46,여성,IT개발자,맞벌이자녀2,1200만원 이상,서울 강북,자가운전,골드에이지,2,Y,치과,자차손해,해외여행|자녀상해|뇌혈관
C01272,64,여성,프리랜서,맞벌이자녀2,500-800만원,경기 남부,자가운전,맞벌이자녀가구,2,N,재산보장,사망보장,암진단|어린이성장|재산보장
C01273,50,여성,공무원,외벌이자녀2,500-800만원,울산,자가운전,골드에이지,2,Y,치과,입원비,자녀상해|심혈관
C01274,31,남성,의료진,1인가구,800-1200만원,강원,비운전,맞벌이자녀가구,0,Y,노후연금,수술비,해외여행|수술비
C01275,25,남성,IT개발자,1인가구,500-800만원,경기 북부,비운전,자영업중장년,0,N,해외여행,자동차배상,암진단|수술비|입원비
C01276,68,여성,자영업,맞벌이자녀2,500-800만원,광주,비운전,사회초년생,2,N,뇌혈관,입원비,자차손해|자녀상해|뇌혈관
C01277,61,남성,사무직,편부모가정,300-500만원,광주,자가운전,1인가구청년,1,Y,자동차배상,암진단,자녀상해|사망보장|자차손해|노후연금
C01278,47,남성,IT개발자,맞벌이자녀2,500-800만원,인천,비운전,1인가구청년,2,Y,뇌혈관,치과,치과|수술비|자차손해|뇌혈관
C01279,54,남성,전문직,신혼부부,500-800만원,대구,자가운전,사회초년생,0,N,자동차배상,사망보장,어린이성장|암진단
C01280,64,여성,사무직,신혼부부,800-1200만원,광주,비운전,1인가구청년,0,N,자차손해,입원비,어린이성장|심혈관|암진단
C01281,46,여성,은퇴자,외벌이자녀2,300만원 이하,경기 남부,자가운전,자영업중장년,2,Y,노후연금,뇌혈관,자차손해|치과
C01282,26,남성,생산직,맞벌이자녀2,800-1200만원,경기 북부,비운전,맞벌이자녀가구,2,Y,암진단,해외여행,해외여행|어린이성장|수술비
C01283,27,남성,자영업,외벌이자녀2,300만원 이하,부산,자가운전,사회초년생,2,N,수술비,심혈관,뇌혈관|어린이성장|자차손해
C01284,45,남성,공무원,외벌이자녀2,300만원 이하,부산,자가운전,1인가구청년,2,Y,노후연금,자차손해,치과|자차손해|심혈관|사망보장
C01285,64,여성,프리랜서,1인가구,1200만원 이상,경기 북부,비운전,사회초년생,0,Y,입원비,자차손해,자동차배상|재산보장|해외여행|사망보장
C01286,56,남성,자영업,편부모가정,300만원 이하,인천,비운전,사회초년생,1,Y,재산보장,입원비,뇌혈관|해외여행|재산보장|자차손해
C01287,28,남성,IT개발자,1인가구,300-500만원,대전,비운전,맞벌이자녀가구,0,Y,노후연금,자차손해,뇌혈관|암진단
C01288,22,여성,전문직,외벌이자녀2,300만원 이하,대전,자가운전,자영업중장년,2,Y,노후연금,수술비,노후연금|입원비
C01289,44,남성,의료진,신혼부부,500-800만원,광주,자가운전,1인가구청년,0,N,수술비,사망보장,입원비|심혈관
C01290,52,여성,사무직,맞벌이자녀1,300-500만원,경기 북부,자가운전,골드에이지,1,Y,노후연금,치과,노후연금|수술비
C01291,28,남성,학생,맞벌이자녀2,300-500만원,서울 강남,자가운전,안정형시니어,2,Y,치과,노후연금,암진단|자동차배상
C01292,37,여성,프리랜서,1인가구,300-500만원,제주,자가운전,1인가구청년,0,N,심혈관,뇌혈관,수술비|치과|어린이성장|사망보장
C01293,26,여성,자영업,외벌이자녀2,300-500만원,서울 강남,자가운전,안정형시니어,2,N,뇌혈관,어린이성장,재산보장|어린이성장
C01294,42,여성,IT개발자,3세대가구,300만원 이하,강원,자가운전,사회초년생,1,N,암진단,입원비,자차손해|자녀상해|심혈관|어린이성장
C01295,63,남성,의료진,3세대가구,800-1200만원,부산,자가운전,골드에이지,2,Y,사망보장,어린이성장,수술비|해외여행|재산보장|심혈관
C01296,63,여성,은퇴자,신혼부부,500-800만원,대구,비운전,맞벌이자녀가구,0,Y,사망보장,심혈관,치과|사망보장|재산보장|입원비
C01297,51,남성,IT개발자,맞벌이자녀2,800-1200만원,서울 강북,자가운전,골드에이지,2,Y,어린이성장,치과,수술비|사망보장
C01298,36,여성,자영업,편부모가정,500-800만원,제주,자가운전,1인가구청년,1,Y,자동차배상,입원비,수술비|자차손해|해외여행|심혈관
C01299,64,남성,주부,맞벌이자녀2,300-500만원,인천,자가운전,안정형시니어,2,Y,자차손해,사망보장,노후연금|어린이성장|암진단|심혈관
C01300,64,남성,IT개발자,1인가구,300-500만원,제주,비운전,사회초년생,0,Y,치과,재산보장,사망보장|뇌혈관
C01301,28,여성,자영업,외벌이자녀2,300만원 이하,경기 북부,비운전,1인가구청년,2,N,수술비,재산보장,재산보장|암진단|뇌혈관
C01302,47,여성,생산직,3세대가구,1200만원 이상,경기 북부,자가운전,안정형시니어,2,Y,어린이성장,해외여행,심혈관|어린이성장
C01303,50,여성,IT개발자,외벌이자녀2,300-500만원,강원,자가운전,맞벌이자녀가구,2,Y,수술비,입원비,암진단|자동차배상
C01304,59,여성,은퇴자,맞벌이자녀1,300-500만원,경기 북부,자가운전,1인가구청년,1,Y,해외여행,심혈관,뇌혈관|자차손해|노후연금
C01305,54,남성,은퇴자,1인가구,1200만원 이상,대구,자가운전,사회초년생,0,Y,노후연금,심혈관,심혈관|자동차배상|어린이성장
C01306,73,여성,은퇴자,편부모가정,300-500만원,제주,자가운전,1인가구청년,2,Y,치과,해외여행,수술비|자동차배상|자차손해
C01307,23,여성,자영업,맞벌이자녀1,500-800만원,인천,비운전,사회초년생,1,Y,뇌혈관,암진단,심혈관|노후연금|자녀상해
C01308,57,남성,주부,1인가구,300만원 이하,제주,자가운전,맞벌이자녀가구,0,Y,심혈관,노후연금,해외여행|자녀상해
C01309,70,여성,의료진,3세대가구,500-800만원,경기 북부,자가운전,1인가구청년,1,N,뇌혈관,입원비,노후연금|심혈관
C01310,24,남성,IT개발자,맞벌이자녀1,300만원 이하,서울 강북,자가운전,1인가구청년,1,N,치과,입원비,자차손해|자동차배상|자녀상해
C01311,49,여성,IT개발자,맞벌이자녀1,1200만원 이상,경기 북부,자가운전,골드에이지,1,Y,재산보장,뇌혈관,암진단|자동차배상|자차손해|뇌혈관
C01312,73,여성,학생,3세대가구,1200만원 이상,부산,자가운전,맞벌이자녀가구,2,Y,사망보장,노후연금,재산보장|자녀상해
C01313,22,여성,사무직,1인가구,500-800만원,제주,비운전,골드에이지,0,Y,자녀상해,암진단,뇌혈관|자녀상해|사망보장|암진단
C01314,55,여성,의료진,맞벌이자녀2,800-1200만원,울산,자가운전,자영업중장년,2,N,사망보장,어린이성장,노후연금|수술비|해외여행
C01315,34,여성,사무직,편부모가정,1200만원 이상,대전,비운전,1인가구청년,1,N,노후연금,수술비,어린이성장|재산보장|사망보장|자차손해
C01316,31,여성,의료진,외벌이자녀2,800-1200만원,제주,자가운전,자영업중장년,2,N,사망보장,암진단,사망보장|노후연금
C01317,73,여성,교사,1인가구,300만원 이하,광주,자가운전,안정형시니어,0,Y,심혈관,입원비,심혈관|치과|재산보장
C01318,23,남성,전문직,맞벌이자녀1,1200만원 이상,광주,자가운전,골드에이지,1,N,노후연금,어린이성장,자녀상해|입원비|수술비
C01319,65,남성,전문직,맞벌이자녀2,800-1200만원,대구,자가운전,골드에이지,2,N,자차손해,치과,뇌혈관|수술비|입원비|해외여행
C01320,70,남성,사무직,맞벌이자녀2,300만원 이하,경기 남부,자가운전,골드에이지,2,N,노후연금,해외여행,치과|입원비|자녀상해|자차손해
C01321,56,남성,자영업,3세대가구,300-500만원,대구,자가운전,골드에이지,1,N,자차손해,뇌혈관,노후연금|해외여행|어린이성장
C01322,70,남성,IT개발자,맞벌이자녀2,300-500만원,인천,자가운전,사회초년생,2,N,재산보장,자동차배상,심혈관|어린이성장
C01323,45,남성,교사,1인가구,800-1200만원,부산,비운전,1인가구청년,0,Y,자동차배상,뇌혈관,수술비|자동차배상|사망보장
