policy_id,coverage_code,coverage_name,coverage_group,insured_amount,deductible_flag,rider_flag
P004811,P004811-CV2,비급여의료비,실손의료,50000000,Y,N
P004811,P004811-CV3,상급병실차액,실손의료,500000000,N,N
P004812,P004812-CV1,임시거주비,화재재산,30000000,N,N
P004812,P004812-CV2,대물배상,화재재산,30000000,Y,N
P004812,P004812-CV3,건물화재,화재재산,200000000,Y,Y
P004812,P004812-RD1,치과보강특약,특약보강,5000000,N,Y
P004812,P004812-RD2,운전자벌금,특약보강,10000000,N,Y
P004813,P004813-CV1,연금개시,노후연금,500000000,N,N
P004813,P004813-CV2,최저보증이율,노후연금,50000000,Y,N
P004813,P004813-CV3,노후소득보장,노후연금,500000000,Y,Y
P004813,P004813-RD1,암진단가산,특약보강,10000000,N,Y
P004813,P004813-RD2,암진단가산,특약보강,5000000,N,Y
P004814,P004814-CV1,자기신체사고,자차손해,50000000,N,N
P004814,P004814-CV2,자기차량손해,자차손해,50000000,Y,N
P004814,P004814-CV3,무보험차상해,자차손해,500000000,Y,Y
P004815,P004815-CV1,배상책임,자녀상해질병,100000000,Y,N
P004815,P004815-CV2,어린이암진단비,자녀상해질병,10000000,N,N
P004815,P004815-CV3,입원일당,자녀상해질병,200000000,Y,N
P004815,P004815-RD1,운전자벌금,특약보강,10000000,N,Y
P004816,P004816-CV1,최저보증이율,노후연금,500000000,Y,N
P004816,P004816-CV2,노후소득보장,노후연금,100000000,N,N
P004816,P004816-CV3,연금개시,노후연금,10000000,Y,Y
P004816,P004816-RD1,치과보강특약,특약보강,20000000,N,Y
P004817,P004817-CV1,휴대품손해,여행자보장,30000000,N,N
P004817,P004817-CV2,여행지연,여행자보장,30000000,N,N
P004817,P004817-CV3,해외의료비,여행자보장,50000000,Y,Y
P004817,P004817-RD1,입원일당확장,특약보강,5000000,N,Y
P004817,P004817-RD2,입원일당확장,특약보강,5000000,N,Y
P004818,P004818-CV1,자기신체사고,자차손해,100000000,Y,N
P004818,P004818-CV2,무보험차상해,자차손해,30000000,N,N
P004818,P004818-CV3,자기차량손해,자차손해,30000000,N,N
P004818,P004818-RD1,암진단가산,특약보강,10000000,N,Y
P004819,P004819-CV1,재해사망,사망보장,50000000,Y,N
P004819,P004819-CV2,뇌출혈진단,사망보장,30000000,N,N
P004819,P004819-CV3,고도후유장해,사망보장,200000000,N,N
P004820,P004820-CV1,통원의료비,실손의료,10000000,N,N
P004820,P004820-CV2,입원의료비,실손의료,200000000,Y,N
P004820,P004820-CV3,상급병실차액,실손의료,100000000,Y,N
P004820,P004820-RD1,암진단가산,특약보강,5000000,N,Y
P004821,P004821-CV1,암진단자금,사망보장,200000000,Y,N
P004821,P004821-CV2,뇌출혈진단,사망보장,10000000,N,N
P004821,P004821-CV3,재해사망,사망보장,200000000,N,Y
P004821,P004821-RD1,해외의료확장,특약보강,20000000,N,Y
P004822,P004822-CV1,자기차량손해,자차손해,200000000,Y,N
P004822,P004822-CV2,대인배상,자동차배상,200000000,N,N
P004822,P004822-CV3,대물배상,자동차배상,30000000,Y,Y
P004822,P004822-RD1,치과보강특약,특약보강,5000000,N,Y
P004822,P004822-RD2,암진단가산,특약보강,10000000,N,Y
P004823,P004823-CV1,연금개시,노후연금,10000000,N,N
P004823,P004823-CV2,최저보증이율,노후연금,50000000,N,N
P004823,P004823-CV3,조기해지환급금,노후연금,10000000,Y,N
P004823,P004823-RD1,입원일당확장,특약보강,10000000,N,Y
P004823,P004823-RD2,암진단가산,특약보강,20000000,N,Y
P004824,P004824-CV1,여행지연,여행자보장,500000000,N,N
P004824,P004824-CV2,항공기납치,여행자보장,200000000,N,N
P004824,P004824-CV3,휴대품손해,여행자보장,200000000,Y,Y
P004824,P004824-RD1,치과보강특약,특약보강,5000000,N,Y
P004824,P004824-RD2,입원일당확장,특약보강,10000000,N,Y
P004825,P004825-CV1,여행지연,여행자보장,100000000,N,N
P004825,P004825-CV2,휴대품손해,여행자보장,100000000,Y,N
P004825,P004825-CV3,해외의료비,여행자보장,10000000,Y,Y
P004826,P004826-CV1,가재도구,화재재산,50000000,N,N
P004826,P004826-CV2,임시거주비,화재재산,10000000,N,N
P004826,P004826-CV3,대물배상,화재재산,30000000,N,N
P004827,P004827-CV1,재해사망,사망보장,100000000,N,N
P004827,P004827-CV2,암진단자금,사망보장,10000000,N,N
P004827,P004827-CV3,뇌출혈진단,사망보장,500000000,Y,N
P004828,P004828-CV1,입원일당,자녀상해질병,10000000,Y,N
P004828,P004828-CV2,어린이암진단비,자녀상해질병,200000000,N,N
P004828,P004828-CV3,골절진단비,자녀상해질병,500000000,Y,N
P004829,P004829-CV1,노후소득보장,노후연금,10000000,N,N
P004829,P004829-CV2,의료간병자금,노후연금,50000000,Y,N
P004829,P004829-CV3,조기해지환급금,노후연금,200000000,Y,Y
P004830,P004830-CV1,최저보증이율,노후연금,10000000,Y,N
P004830,P004830-CV2,의료간병자금,노후연금,200000000,N,N
P004830,P004830-CV3,조기해지환급금,노후연금,200000000,Y,Y
P004831,P004831-CV1,비급여의료비,실손의료,100000000,N,N
P004831,P004831-CV2,상급병실차액,실손의료,100000000,N,N
P004831,P004831-CV3,통원의료비,실손의료,50000000,Y,N
P004831,P004831-RD1,치과보강특약,특약보강,5000000,N,Y
P004831,P004831-RD2,해외의료확장,특약보강,20000000,N,Y
P004832,P004832-CV1,뇌출혈진단,사망보장,30000000,N,N
P004832,P004832-CV2,재해사망,사망보장,30000000,N,N
P004832,P004832-CV3,일반사망,사망보장,50000000,N,N
P004832,P004832-RD1,해외의료확장,특약보강,20000000,N,Y
P004833,P004833-CV1,무보험차상해,자차손해,100000000,Y,N
P004833,P004833-CV2,자기신체사고,자차손해,10000000,Y,N
P004833,P004833-CV3,대인배상,자동차배상,50000000,N,N
P004834,P004834-CV1,노후소득보장,노후연금,10000000,N,N
P004834,P004834-CV2,조기해지환급금,노후연금,200000000,N,N
P004834,P004834-CV3,연금개시,노후연금,500000000,N,N
P004834,P004834-RD1,치과보강특약,특약보강,5000000,N,Y
P004834,P004834-RD2,해외의료확장,특약보강,10000000,N,Y
P004835,P004835-CV1,배상책임,여행자보장,100000000,Y,N
P004835,P004835-CV2,휴대품손해,여행자보장,30000000,N,N
P004835,P004835-CV3,항공기납치,여행자보장,30000000,Y,Y
P004835,P004835-RD1,암진단가산,특약보강,20000000,N,Y
P004835,P004835-RD2,해외의료확장,특약보강,10000000,N,Y
P004836,P004836-CV1,도난손해,화재재산,30000000,Y,N
P004836,P004836-CV2,임시거주비,화재재산,10000000,N,N
P004836,P004836-CV3,대물배상,화재재산,500000000,N,Y
P004836,P004836-RD1,해외의료확장,특약보강,10000000,N,Y
P004836,P004836-RD2,치과보강특약,특약보강,20000000,N,Y
P004837,P004837-CV1,휴대품손해,여행자보장,100000000,N,N
P004837,P004837-CV2,여행지연,여행자보장,10000000,Y,N
P004837,P004837-CV3,항공기납치,여행자보장,200000000,N,Y
P004837,P004837-RD1,치과보강특약,특약보강,10000000,N,Y
P004838,P004838-CV1,어린이암진단비,자녀상해질병,10000000,N,N
P004838,P004838-CV2,입원일당,자녀상해질병,10000000,Y,N
P004838,P004838-CV3,배상책임,자녀상해질병,30000000,N,N
P004838,P004838-RD1,운전자벌금,특약보강,10000000,N,Y
P004839,P004839-CV1,건물화재,화재재산,50000000,N,N
P004839,P004839-CV2,임시거주비,화재재산,10000000,Y,N
P004839,P004839-CV3,대물배상,화재재산,10000000,N,Y
P004839,P004839-RD1,해외의료확장,특약보강,5000000,N,Y
P004839,P004839-RD2,해외의료확장,특약보강,5000000,N,Y
P004840,P004840-CV1,비급여의료비,실손의료,100000000,N,N
P004840,P004840-CV2,입원의료비,실손의료,30000000,N,N
P004840,P004840-CV3,통원의료비,실손의료,50000000,Y,Y
P004840,P004840-RD1,해외의료확장,특약보강,5000000,N,Y
P004840,P004840-RD2,암진단가산,특약보강,10000000,N,Y
P004841,P004841-CV1,노후소득보장,노후연금,10000000,Y,N
P004841,P004841-CV2,연금개시,노후연금,500000000,N,N
P004841,P004841-CV3,최저보증이율,노후연금,30000000,N,Y
P004841,P004841-RD1,운전자벌금,특약보강,10000000,N,Y
P004841,P004841-RD2,운전자벌금,특약보강,20000000,N,Y
P004842,P004842-CV1,배상책임,여행자보장,50000000,Y,N
P004842,P004842-CV2,휴대품손해,여행자보장,10000000,N,N
P004842,P004842-CV3,항공기납치,여행자보장,200000000,Y,N
P004842,P004842-RD1,입원일당확장,특약보강,10000000,N,Y
P004842,P004842-RD2,입원일당확장,특약보강,5000000,N,Y
P004843,P004843-CV1,상급병실차액,실손의료,10000000,N,N
P004843,P004843-CV2,통원의료비,실손의료,500000000,Y,N
P004843,P004843-CV3,비급여의료비,실손의료,30000000,Y,Y
P004843,P004843-RD1,해외의료확장,특약보강,20000000,N,Y
P004843,P004843-RD2,치과보강특약,특약보강,5000000,N,Y
P004844,P004844-CV1,노후소득보장,노후연금,200000000,N,N
P004844,P004844-CV2,의료간병자금,노후연금,10000000,N,N
P004844,P004844-CV3,조기해지환급금,노후연금,30000000,Y,Y
P004844,P004844-RD1,암진단가산,특약보강,20000000,N,Y
P004844,P004844-RD2,입원일당확장,특약보강,20000000,N,Y
P004845,P004845-CV1,배상책임,자녀상해질병,500000000,Y,N
P004845,P004845-CV2,골절진단비,자녀상해질병,500000000,N,N
P004845,P004845-CV3,통원치료비,자녀상해질병,50000000,N,Y
P004846,P004846-CV1,배상책임,여행자보장,500000000,N,N
P004846,P004846-CV2,휴대품손해,여행자보장,10000000,N,N
P004846,P004846-CV3,항공기납치,여행자보장,500000000,N,Y
P004847,P004847-CV1,어린이암진단비,자녀상해질병,30000000,N,N
P004847,P004847-CV2,통원치료비,자녀상해질병,500000000,Y,N
P004847,P004847-CV3,입원일당,자녀상해질병,10000000,N,N
P004847,P004847-RD1,치과보강특약,특약보강,20000000,N,Y
P004848,P004848-CV1,비급여의료비,실손의료,500000000,N,N
P004848,P004848-CV2,입원의료비,실손의료,50000000,Y,N
P004848,P004848-CV3,통원의료비,실손의료,50000000,N,Y
P004849,P004849-CV1,배상책임,여행자보장,50000000,N,N
P004849,P004849-CV2,휴대품손해,여행자보장,30000000,N,N
P004849,P004849-CV3,항공기납치,여행자보장,30000000,Y,Y
P004850,P004850-CV1,의료간병자금,노후연금,10000000,N,N
P004850,P004850-CV2,노후소득보장,노후연금,50000000,N,N
P004850,P004850-CV3,조기해지환급금,노후연금,10000000,Y,Y
P004850,P004850-RD1,입원일당확장,특약보강,5000000,N,Y
P004851,P004851-CV1,입원의료비,실손의료,10000000,N,N
P004851,P004851-CV2,상급병실차액,실손의료,10000000,Y,N
P004851,P004851-CV3,통원의료비,실손의료,50000000,N,N
P004851,P004851-RD1,암진단가산,특약보강,10000000,N,Y
P004852,P004852-CV1,임시거주비,화재재산,200000000,N,N
P004852,P004852-CV2,도난손해,화재재산,30000000,N,N
P004852,P004852-CV3,대물배상,화재재산,10000000,N,N
P004852,P004852-RD1,해외의료확장,특약보강,5000000,N,Y
P004852,P004852-RD2,암진단가산,특약보강,5000000,N,Y
P004853,P004853-CV1,노후소득보장,노후연금,100000000,Y,N
P004853,P004853-CV2,조기해지환급금,노후연금,100000000,N,N
P004853,P004853-CV3,연금개시,노후연금,500000000,N,N
P004854,P004854-CV1,자기차량손해,자차손해,10000000,Y,N
P004854,P004854-CV2,대물배상,자동차배상,500000000,N,N
P004854,P004854-CV3,대인배상,자동차배상,10000000,Y,N
P004855,P004855-CV1,통원치료비,자녀상해질병,10000000,N,N
P004855,P004855-CV2,입원일당,자녀상해질병,10000000,N,N
P004855,P004855-CV3,골절진단비,자녀상해질병,30000000,N,N
P004856,P004856-CV1,자기신체사고,자차손해,30000000,N,N
P004856,P004856-CV2,대물배상,자동차배상,500000000,N,N
P004856,P004856-CV3,자기차량손해,자차손해,200000000,N,N
P004857,P004857-CV1,임시거주비,화재재산,100000000,N,N
P004857,P004857-CV2,건물화재,화재재산,10000000,N,N
P004857,P004857-CV3,가재도구,화재재산,500000000,N,N
P004857,P004857-RD1,암진단가산,특약보강,20000000,N,Y
P004857,P004857-RD2,치과보강특약,특약보강,20000000,N,Y
P004858,P004858-CV1,최저보증이율,노후연금,100000000,N,N
P004858,P004858-CV2,의료간병자금,노후연금,30000000,N,N
P004858,P004858-CV3,조기해지환급금,노후연금,500000000,N,Y
P004858,P004858-RD1,암진단가산,특약보강,5000000,N,Y
P004858,P004858-RD2,해외의료확장,특약보강,10000000,N,Y
P004859,P004859-CV1,입원의료비,실손의료,500000000,Y,N
P004859,P004859-CV2,급여의료비,실손의료,500000000,Y,N
P004859,P004859-CV3,통원의료비,실손의료,500000000,N,Y
P004859,P004859-RD1,운전자벌금,특약보강,20000000,N,Y
P004860,P004860-CV1,배상책임,여행자보장,30000000,Y,N
P004860,P004860-CV2,휴대품손해,여행자보장,50000000,Y,N
P004860,P004860-CV3,항공기납치,여행자보장,50000000,Y,N
P004860,P004860-RD1,운전자벌금,특약보강,20000000,N,Y
P004860,P004860-RD2,운전자벌금,특약보강,10000000,N,Y
P004861,P004861-CV1,상급병실차액,실손의료,30000000,Y,N
P004861,P004861-CV2,통원의료비,실손의료,200000000,N,N
P004861,P004861-CV3,비급여의료비,실손의료,500000000,Y,Y
P004861,P004861-RD1,입원일당확장,특약보강,20000000,N,Y
P004862,P004862-CV1,배상책임,자녀상해질병,30000000,N,N
P004862,P004862-CV2,통원치료비,자녀상해질병,200000000,N,N
P004862,P004862-CV3,입원일당,자녀상해질병,10000000,Y,N
P004862,P004862-RD1,해외의료확장,특약보강,10000000,N,Y
P004863,P004863-CV1,휴대품손해,여행자보장,50000000,Y,N
P004863,P004863-CV2,배상책임,여행자보장,500000000,Y,N
P004863,P004863-CV3,여행지연,여행자보장,10000000,Y,Y
P004864,P004864-CV1,대인배상,자동차배상,10000000,N,N
P004864,P004864-CV2,대물배상,자동차배상,10000000,N,N
P004864,P004864-CV3,무보험차상해,자차손해,50000000,N,N
P004864,P004864-RD1,운전자벌금,특약보강,5000000,N,Y
P004865,P004865-CV1,암진단자금,사망보장,10000000,Y,N
P004865,P004865-CV2,고도후유장해,사망보장,500000000,N,N
P004865,P004865-CV3,뇌출혈진단,사망보장,30000000,N,N
P004866,P004866-CV1,상급병실차액,실손의료,200000000,N,N
P004866,P004866-CV2,입원의료비,실손의료,10000000,Y,N
P004866,P004866-CV3,통원의료비,실손의료,500000000,N,N
P004866,P004866-RD1,입원일당확장,특약보강,10000000,N,Y
P004866,P004866-RD2,해외의료확장,특약보강,10000000,N,Y
P004867,P004867-CV1,조기해지환급금,노후연금,50000000,N,N
P004867,P004867-CV2,최저보증이율,노후연금,200000000,Y,N
P004867,P004867-CV3,노후소득보장,노후연금,100000000,N,N
P004867,P004867-RD1,입원일당확장,특약보강,10000000,N,Y
P004867,P004867-RD2,운전자벌금,특약보강,5000000,N,Y
P004868,P004868-CV1,해외의료비,여행자보장,200000000,N,N
P004868,P004868-CV2,휴대품손해,여행자보장,100000000,N,N
P004868,P004868-CV3,배상책임,여행자보장,10000000,N,Y
P004869,P004869-CV1,건물화재,화재재산,30000000,Y,N
P004869,P004869-CV2,가재도구,화재재산,100000000,Y,N
P004869,P004869-CV3,도난손해,화재재산,10000000,Y,N
P004869,P004869-RD1,해외의료확장,특약보강,20000000,N,Y
P004870,P004870-CV1,배상책임,여행자보장,100000000,N,N
P004870,P004870-CV2,해외의료비,여행자보장,500000000,N,N
P004870,P004870-CV3,항공기납치,여행자보장,50000000,N,Y
P004871,P004871-CV1,통원치료비,자녀상해질병,200000000,N,N
P004871,P004871-CV2,골절진단비,자녀상해질병,100000000,N,N
P004871,P004871-CV3,입원일당,자녀상해질병,30000000,Y,Y
P004872,P004872-CV1,입원일당,자녀상해질병,500000000,Y,N
P004872,P004872-CV2,배상책임,자녀상해질병,100000000,N,N
P004872,P004872-CV3,어린이암진단비,자녀상해질병,30000000,N,Y
P004872,P004872-RD1,입원일당확장,특약보강,5000000,N,Y
P004873,P004873-CV1,노후소득보장,노후연금,500000000,N,N
P004873,P004873-CV2,최저보증이율,노후연금,50000000,N,N
P004873,P004873-CV3,의료간병자금,노후연금,200000000,N,Y
P004873,P004873-RD1,입원일당확장,특약보강,5000000,N,Y
P004873,P004873-RD2,해외의료확장,특약보강,10000000,N,Y
P004874,P004874-CV1,임시거주비,화재재산,200000000,N,N
P004874,P004874-CV2,도난손해,화재재산,200000000,Y,N
P004874,P004874-CV3,대물배상,화재재산,30000000,Y,Y
P004874,P004874-RD1,치과보강특약,특약보강,5000000,N,Y
P004875,P004875-CV1,일반사망,사망보장,200000000,N,N
P004875,P004875-CV2,암진단자금,사망보장,10000000,N,N
P004875,P004875-CV3,재해사망,사망보장,200000000,Y,N
P004875,P004875-RD1,입원일당확장,특약보강,5000000,N,Y
P004875,P004875-RD2,입원일당확장,특약보강,10000000,N,Y
P004876,P004876-CV1,상급병실차액,실손의료,30000000,Y,N
P004876,P004876-CV2,통원의료비,실손의료,200000000,Y,N
P004876,P004876-CV3,비급여의료비,실손의료,200000000,N,N
P004877,P004877-CV1,입원의료비,실손의료,10000000,N,N
P004877,P004877-CV2,통원의료비,실손의료,100000000,N,N
P004877,P004877-CV3,비급여의료비,실손의료,100000000,N,Y
P004877,P004877-RD1,치과보강특약,특약보강,5000000,N,Y
P004878,P004878-CV1,통원치료비,자녀상해질병,30000000,Y,N
P004878,P004878-CV2,어린이암진단비,자녀상해질병,200000000,Y,N
P004878,P004878-CV3,배상책임,자녀상해질병,30000000,N,N
P004878,P004878-RD1,암진단가산,특약보강,5000000,N,Y
P004878,P004878-RD2,치과보강특약,특약보강,20000000,N,Y
P004879,P004879-CV1,배상책임,여행자보장,100000000,N,N
P004879,P004879-CV2,해외의료비,여행자보장,100000000,N,N
P004879,P004879-CV3,항공기납치,여행자보장,50000000,N,N
P004879,P004879-RD1,치과보강특약,특약보강,10000000,N,Y
P004880,P004880-CV1,의료간병자금,노후연금,100000000,N,N
P004880,P004880-CV2,연금개시,노후연금,500000000,N,N
P004880,P004880-CV3,노후소득보장,노후연금,200000000,N,N
P004880,P004880-RD1,해외의료확장,특약보강,10000000,N,Y
P004880,P004880-RD2,치과보강특약,특약보강,20000000,N,Y
P004881,P004881-CV1,암진단자금,사망보장,30000000,Y,N
P004881,P004881-CV2,고도후유장해,사망보장,50000000,N,N
P004881,P004881-CV3,일반사망,사망보장,50000000,N,N
P004881,P004881-RD1,해외의료확장,특약보강,20000000,N,Y
P004882,P004882-CV1,재해사망,사망보장,50000000,N,N
P004882,P004882-CV2,고도후유장해,사망보장,100000000,Y,N
P004882,P004882-CV3,일반사망,사망보장,50000000,Y,N
P004882,P004882-RD1,암진단가산,특약보강,10000000,N,Y
P004882,P004882-RD2,입원일당확장,특약보강,5000000,N,Y
P004883,P004883-CV1,의료간병자금,노후연금,10000000,Y,N
P004883,P004883-CV2,최저보증이율,노후연금,10000000,N,N
P004883,P004883-CV3,연금개시,노후연금,500000000,N,N
P004884,P004884-CV1,비급여의료비,실손의료,10000000,N,N
P004884,P004884-CV2,상급병실차액,실손의료,100000000,N,N
P004884,P004884-CV3,통원의료비,실손의료,100000000,N,N
P004885,P004885-CV1,해외의료비,여행자보장,200000000,Y,N
P004885,P004885-CV2,휴대품손해,여행자보장,30000000,Y,N
P004885,P004885-CV3,배상책임,여행자보장,500000000,N,N
P004886,P004886-CV1,급여의료비,실손의료,50000000,Y,N
P004886,P004886-CV2,비급여의료비,실손의료,50000000,N,N
P004886,P004886-CV3,상급병실차액,실손의료,50000000,Y,N
P004887,P004887-CV1,통원치료비,자녀상해질병,100000000,Y,N
P004887,P004887-CV2,어린이암진단비,자녀상해질병,200000000,N,N
P004887,P004887-CV3,골절진단비,자녀상해질병,50000000,N,Y
P004887,P004887-RD1,해외의료확장,특약보강,5000000,N,Y
P004888,P004888-CV1,어린이암진단비,자녀상해질병,30000000,N,N
P004888,P004888-CV2,배상책임,자녀상해질병,100000000,N,N
P004888,P004888-CV3,입원일당,자녀상해질병,50000000,Y,N
P004889,P004889-CV1,일반사망,사망보장,500000000,Y,N
P004889,P004889-CV2,암진단자금,사망보장,200000000,N,N
P004889,P004889-CV3,재해사망,사망보장,200000000,N,N
P004889,P004889-RD1,운전자벌금,특약보강,20000000,N,Y
P004889,P004889-RD2,해외의료확장,특약보강,20000000,N,Y
P004890,P004890-CV1,건물화재,화재재산,50000000,Y,N
P004890,P004890-CV2,가재도구,화재재산,50000000,N,N
P004890,P004890-CV3,도난손해,화재재산,10000000,Y,Y
P004890,P004890-RD1,치과보강특약,특약보강,20000000,N,Y
P004891,P004891-CV1,항공기납치,여행자보장,10000000,N,N
P004891,P004891-CV2,여행지연,여행자보장,10000000,Y,N
P004891,P004891-CV3,휴대품손해,여행자보장,100000000,Y,N
P004891,P004891-RD1,치과보강특약,특약보강,20000000,N,Y
P004892,P004892-CV1,입원의료비,실손의료,10000000,N,N
P004892,P004892-CV2,비급여의료비,실손의료,200000000,N,N
P004892,P004892-CV3,통원의료비,실손의료,200000000,N,N
P004892,P004892-RD1,해외의료확장,특약보강,20000000,N,Y
P004892,P004892-RD2,암진단가산,특약보강,10000000,N,Y
P004893,P004893-CV1,암진단자금,사망보장,30000000,N,N
P004893,P004893-CV2,일반사망,사망보장,500000000,N,N
P004893,P004893-CV3,재해사망,사망보장,200000000,N,N
P004893,P004893-RD1,해외의료확장,특약보강,5000000,N,Y
P004894,P004894-CV1,의료간병자금,노후연금,200000000,N,N
P004894,P004894-CV2,최저보증이율,노후연금,50000000,N,N
P004894,P004894-CV3,연금개시,노후연금,500000000,N,Y
P004894,P004894-RD1,운전자벌금,특약보강,5000000,N,Y
P004894,P004894-RD2,입원일당확장,특약보강,5000000,N,Y
P004895,P004895-CV1,해외의료비,여행자보장,200000000,N,N
P004895,P004895-CV2,휴대품손해,여행자보장,50000000,N,N
P004895,P004895-CV3,여행지연,여행자보장,500000000,Y,N
P004895,P004895-RD1,해외의료확장,특약보강,20000000,N,Y
P004896,P004896-CV1,입원의료비,실손의료,30000000,Y,N
P004896,P004896-CV2,통원의료비,실손의료,200000000,N,N
P004896,P004896-CV3,비급여의료비,실손의료,500000000,Y,N
P004896,P004896-RD1,입원일당확장,특약보강,5000000,N,Y
P004897,P004897-CV1,항공기납치,여행자보장,500000000,N,N
P004897,P004897-CV2,여행지연,여행자보장,30000000,Y,N
P004897,P004897-CV3,해외의료비,여행자보장,50000000,Y,N
P004897,P004897-RD1,운전자벌금,특약보강,10000000,N,Y
P004898,P004898-CV1,뇌출혈진단,사망보장,100000000,Y,N
P004898,P004898-CV2,고도후유장해,사망보장,10000000,N,N
P004898,P004898-CV3,일반사망,사망보장,10000000,N,Y
P004898,P004898-RD1,운전자벌금,특약보강,20000000,N,Y
P004898,P004898-RD2,해외의료확장,특약보강,20000000,N,Y
P004899,P004899-CV1,자기신체사고,자차손해,200000000,N,N
P004899,P004899-CV2,대물배상,자동차배상,200000000,Y,N
P004899,P004899-CV3,무보험차상해,자차손해,500000000,N,Y
P004899,P004899-RD1,치과보강특약,특약보강,5000000,N,Y
P004899,P004899-RD2,운전자벌금,특약보강,20000000,N,Y
P004900,P004900-CV1,노후소득보장,노후연금,50000000,Y,N
P004900,P004900-CV2,의료간병자금,노후연금,100000000,N,N
P004900,P004900-CV3,조기해지환급금,노후연금,200000000,Y,N
P004900,P004900-RD1,암진단가산,특약보강,20000000,N,Y
P004900,P004900-RD2,해외의료확장,특약보강,5000000,N,Y
P004901,P004901-CV1,재해사망,사망보장,500000000,N,N
P004901,P004901-CV2,뇌출혈진단,사망보장,30000000,Y,N
P004901,P004901-CV3,고도후유장해,사망보장,200000000,N,N
P004902,P004902-CV1,자기신체사고,자차손해,10000000,N,N
P004902,P004902-CV2,자기차량손해,자차손해,30000000,Y,N
P004902,P004902-CV3,대인배상,자동차배상,30000000,N,N
P004902,P004902-RD1,치과보강특약,특약보강,20000000,N,Y
P004902,P004902-RD2,해외의료확장,특약보강,5000000,N,Y
P004903,P004903-CV1,최저보증이율,노후연금,10000000,Y,N
P004903,P004903-CV2,노후소득보장,노후연금,100000000,N,N
P004903,P004903-CV3,연금개시,노후연금,200000000,N,Y
P004903,P004903-RD1,해외의료확장,특약보강,5000000,N,Y
P004904,P004904-CV1,여행지연,여행자보장,100000000,Y,N
P004904,P004904-CV2,항공기납치,여행자보장,10000000,N,N
P004904,P004904-CV3,해외의료비,여행자보장,50000000,N,N
P004904,P004904-RD1,해외의료확장,특약보강,5000000,N,Y
P004905,P004905-CV1,해외의료비,여행자보장,200000000,Y,N
P004905,P004905-CV2,여행지연,여행자보장,200000000,Y,N
P004905,P004905-CV3,항공기납치,여행자보장,50000000,N,Y
P004905,P004905-RD1,운전자벌금,특약보강,20000000,N,Y
P004906,P004906-CV1,임시거주비,화재재산,500000000,N,N
P004906,P004906-CV2,도난손해,화재재산,50000000,N,N
P004906,P004906-CV3,대물배상,화재재산,10000000,N,Y
P004906,P004906-RD1,암진단가산,특약보강,10000000,N,Y
P004907,P004907-CV1,임시거주비,화재재산,10000000,N,N
P004907,P004907-CV2,가재도구,화재재산,200000000,N,N
P004907,P004907-CV3,건물화재,화재재산,30000000,Y,N
P004907,P004907-RD1,치과보강특약,특약보강,5000000,N,Y
P004908,P004908-CV1,여행지연,여행자보장,50000000,N,N
P004908,P004908-CV2,해외의료비,여행자보장,500000000,Y,N
P004908,P004908-CV3,휴대품손해,여행자보장,30000000,Y,Y
P004908,P004908-RD1,치과보강특약,특약보강,20000000,N,Y
P004908,P004908-RD2,치과보강특약,특약보강,10000000,N,Y
P004909,P004909-CV1,입원의료비,실손의료,100000000,N,N
P004909,P004909-CV2,급여의료비,실손의료,500000000,N,N
P004909,P004909-CV3,통원의료비,실손의료,50000000,Y,Y
P004909,P004909-RD1,운전자벌금,특약보강,10000000,N,Y
P004909,P004909-RD2,해외의료확장,특약보강,20000000,N,Y
P004910,P004910-CV1,연금개시,노후연금,10000000,Y,N
P004910,P004910-CV2,최저보증이율,노후연금,30000000,Y,N
P004910,P004910-CV3,노후소득보장,노후연금,50000000,N,Y
P004911,P004911-CV1,통원치료비,자녀상해질병,50000000,N,N
P004911,P004911-CV2,배상책임,자녀상해질병,200000000,Y,N
P004911,P004911-CV3,골절진단비,자녀상해질병,50000000,N,N
P004912,P004912-CV1,뇌출혈진단,사망보장,10000000,N,N
P004912,P004912-CV2,재해사망,사망보장,200000000,N,N
P004912,P004912-CV3,일반사망,사망보장,10000000,Y,N
P004912,P004912-RD1,해외의료확장,특약보강,5000000,N,Y
P004912,P004912-RD2,암진단가산,특약보강,10000000,N,Y
P004913,P004913-CV1,항공기납치,여행자보장,200000000,Y,N
P004913,P004913-CV2,휴대품손해,여행자보장,200000000,N,N
P004913,P004913-CV3,여행지연,여행자보장,10000000,N,N
P004913,P004913-RD1,암진단가산,특약보강,5000000,N,Y
P004914,P004914-CV1,노후소득보장,노후연금,200000000,Y,N
P004914,P004914-CV2,연금개시,노후연금,10000000,N,N
P004914,P004914-CV3,최저보증이율,노후연금,50000000,N,N
P004914,P004914-RD1,치과보강특약,특약보강,5000000,N,Y
P004915,P004915-CV1,통원치료비,자녀상해질병,30000000,Y,N
P004915,P004915-CV2,어린이암진단비,자녀상해질병,10000000,Y,N
P004915,P004915-CV3,입원일당,자녀상해질병,30000000,Y,N
P004915,P004915-RD1,입원일당확장,특약보강,5000000,N,Y
P004915,P004915-RD2,치과보강특약,특약보강,10000000,N,Y
P004916,P004916-CV1,무보험차상해,자차손해,30000000,N,N
P004916,P004916-CV2,자기신체사고,자차손해,500000000,N,N
P004916,P004916-CV3,대인배상,자동차배상,100000000,Y,N
P004916,P004916-RD1,치과보강특약,특약보강,10000000,N,Y
